Time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00242216867469879
0.00833333333333333,0.00542698795180723
0.0125,0.00849638554216867
0.0166666666666667,0.0114424096385542
0.0208333333333333,0.014409156626506
0.025,0.0177257831325301
0.0291666666666667,0.0210284337349398
0.0333333333333333,0.024504578313253
0.0375,0.0282269879518072
0.0416666666666667,0.0319021686746988
0.0458333333333333,0.035990843373494
0.05,0.0400053012048193
0.0541666666666667,0.0445614457831325
0.0583333333333333,0.0491946987951807
0.0625,0.0536718072289157
0.0666666666666667,0.0584819277108434
0.075,0.0682221686746988
0.0791666666666667,0.0733098795180723
0.0833333333333333,0.0785489156626506
0.0875,0.0839402409638554
0.0916666666666667,0.0893966265060241
0.0958333333333333,0.0950809638554217
0.1,0.100760481927711
0.104166666666667,0.106812048192771
0.108333333333333,0.112793253012048
0.1125,0.118846746987952
0.116666666666667,0.125115662650602
0.120833333333333,0.131373975903614
0.125,0.137899759036145
0.129166666666667,0.144299277108434
0.133333333333333,0.151080963855422
0.1375,0.157904578313253
0.141666666666667,0.164739759036145
0.145833333333333,0.171838072289157
0.15,0.178886746987952
0.154166666666667,0.186106987951807
0.158333333333333,0.193348915662651
0.1625,0.20082843373494
0.166666666666667,0.208579759036145
0.170833333333333,0.216373012048193
